116HG,Prader-Willi syndrome,Regulation
1B FGF-antisense transcripts,endometriosis,Expression
4930503E24Rik,ischaemia-reperfusion injury,Expression
51A,Alzheimer's disease,Regulation
5730458M16Rik,heart failure,Expression
RN7SK,AIDS,Expression
RN7SK,AIDS,Interaction
RN7SK,AIDS,Interaction
RN7SK,AIDS,Interaction
RN7SK,AIDS,Interaction
RN7SK,cancer,Interaction
RN7SK,cardiac hypertrophy,Interaction
RN7SK,gastric cancer,Expression
RN7SL1,AIDS,Interaction
RN7SL1,AIDS,N/A
RN7SL1,dermatomyositis,Interaction
RN7SL1,Leishmaniasis,Expression
RN7SL1,Leishmaniasis,Expression
RN7SL1,Leishmaniasis,N/A
RN7SL1,Leishmaniasis,N/A
RN7SL1,polymyositis,Interaction
A130040M12Rik,cancer,Expression
AC002511.1,enterovirus 71 infection,Expression
ACTA2-AS1,lung adenocarcinoma,Expression
ADAMTS9-AS2,glioma,Regulation
AF086415,nasopharyngeal carcinoma,Expression
AFAP1-AS1,Barrett's Esophagus,Expression
Airn,alcoholic liver disease,Expression
Airn,chronic nonalcoholic liver disease,Expression
Airn,hepatocellular carcinoma,Expression
AK023948,papillary thyroid carcinoma,Expression
AK028007,ischaemia-reperfusion injury,Expression
AK038798,heart failure,Expression
AK042766,restless legs syndrome,Expression
AK044955,heart failure,Expression
AK049728,heart failure,Expression
AK056098,nasopharyngeal carcinoma,Expression
AK095147,nasopharyngeal carcinoma,Expression
AK137898,heart failure,Expression
AK139328,ischaemia-reperfusion injury,Regulation
AK139328,ischaemia-reperfusion injury,Expression
AK143294,ischaemia-reperfusion injury,Expression
AK143693,ischaemia-reperfusion injury,Expression
AK144081,heart failure,Expression
AK153778,heart failure,Expression
AK294004,nasopharyngeal carcinoma,Expression
Alg2,ischaemia-reperfusion injury,Expression
Alu lncRNAs,macular degeneration,Expression
CDKN2B-AS1,atherosclerosis,Mutation
CDKN2B-AS1,atherosclerosis,Regulation
CDKN2B-AS1,cancer,Regulation
CDKN2B-AS1,periodontitis,Regulation
CDKN2B-AS1,prostate cancer,Expression
anti-NOS2A,glioblastoma,Expression
anti-NOS2A,meningioma,Expression
AP000688.29,enterovirus 71 infection,Expression
FMR1-AS1,fragile X syndrome,Expression
ATP6V1G2-DDX39B,dilated cardiomyopathy,Mutation
ATP6V1G2-DDX39B,hepatitis C virus-associated dilated cardiomyopathy,Mutation
ATXN8OS,spinocerebellar ataxia,Expression
ATXN8OS,spinocerebellar ataxia,Expression
ATXN8OS,spinocerebellar ataxia,Expression
ATXN8OS,spinocerebellar ataxia,Locus
ATXN8OS,spinocerebellar ataxia,Mutation
ATXN8OS,spinocerebellar ataxia,Mutation
ATXN8OS,spinocerebellar ataxia,Mutation
ATXN8OS,spinocerebellar ataxia,Interaction
ATXN8OS,spinocerebellar ataxia,Mutation
B1 SINE RNA,infection of mouse minute virus,Expression
B2 SINE RNA,infection of chicken embryo lethal orphan adenovirus,Interaction
B2 SINE RNA,infection of mouse minute virus,Expression
B2 SINE RNA,pain,Expression
BACE1-AS,Alzheimer's disease,Expression
BACE1-AS,Alzheimer's disease,Expression
BACE1-AS,Alzheimer's disease,Interaction
BACE1-AS,Alzheimer's disease,Interaction
BACE1-AS,Alzheimer's disease,Interaction
BACE1-AS,Alzheimer's disease,Expression
BACE1-AS,Alzheimer's disease,Expression
BACE1-AS,Alzheimer's disease,Expression
BACE1-AS,Alzheimer's disease,Expression
BACE1-AS,Alzheimer's disease,Regulation
BACE1-AS,Alzheimer's disease,Regulation
BACE1-AS,Alzheimer's disease,Regulation
BACE1-AS,inclusion body myositis,Regulation
BANCR,melanoma,N/A
BANCR,melanoma,Regulation
BANCR,non-small cell lung cancer,Expression
BC040587,osteosarcoma,Mutation
BCAR4,breast cancer,Expression
BCAR4,breast cancer,Expression
BCAR4,breast cancer,N/A
BCAR4,breast cancer,Expression
BCYRN1,aging,Expression
BCYRN1,Alzheimer's disease,Expression
BCYRN1,Alzheimer's disease,Expression
BCYRN1,Alzheimer's disease,Expression
BCYRN1,breast cancer,Expression
BCYRN1,breast cancer,Expression
BCYRN1,cervical cancer,Expression
BCYRN1,lung cancer,Expression
BCYRN1,esophageal cancer,Expression
BCYRN1,ovarian cancer,Expression
BCYRN1,parotid cancer,Expression
BCYRN1,tongue cancer,Expression
BDNF-AS,depression,Regulation
BDNF-AS,Huntington's disease,Regulation
BDNF-AS,Huntington's disease,Regulation
BDNF-AS,psychiatric disease,Regulation
BDNF-AS,schizophrenia,Regulation
BDNF-AS1,obesity,Locus
BDNF-AS1,obesity,Mutation
BLACAT1,bladder cancer,Expression
BOK-AS1,cancer,Expression
BOK-AS1,testicular cancer,Expression
BPESC1,blepharophimosis syndrome,Mutation
BX118339,West syndrome,Mutation
BX118339,West syndrome,Mutation
C15orf2,Angelman syndrome,Expression
C15orf2,Prader-Willi syndrome,Expression
C1QTNF9B-AS1,prostate cancer,Expression
CASC2,endometrial cancer,Mutation
CBR3-AS1,esophageal squamous cell carcinoma,Expression
CBR3-AS1,prostate cancer,Regulation
CBR3-AS1,prostate cancer,Interaction
CCAT1,colorectal cancer,Expression
CCAT1,gastric cancer,Expression
CCAT1,gastric cancer,Expression
CCAT1,gastric cancer,Regulation
CCAT2,breast cancer,Expression
CCAT2,non-small cell lung cancer,Regulation
CCDC26,glioma,Mutation
CDKN2B-AS1,abdominal aortic aneurysm,Mutation
CDKN2B-AS1,acute lymphoblastic leukemia,Expression
CDKN2B-AS1,acute lymphoblastic leukemia,Expression
CDKN2B-AS1,acute lymphoblastic leukemia,Mutation
CDKN2B-AS1,Alzheimer's disease,Mutation
CDKN2B-AS1,Alzheimer's disease,Mutation
CDKN2B-AS1,aortic aneurysm,Expression
CDKN2B-AS1,atherosclerosis,Mutation
CDKN2B-AS1,atherosclerosis,Expression
CDKN2B-AS1,atherosclerosis,Expression
CDKN2B-AS1,atherosclerosis,Expression
CDKN2B-AS1,atherosclerosis,Expression
CDKN2B-AS1,atherosclerosis,Interaction
CDKN2B-AS1,atherosclerosis,Locus
CDKN2B-AS1,atherosclerosis,Mutation
CDKN2B-AS1,atherosclerosis,Mutation
CDKN2B-AS1,atherosclerosis,Mutation
CDKN2B-AS1,atherosclerosis,Mutation/Expression
CDKN2B-AS1,basal cell carcinoma,Locus
CDKN2B-AS1,basal cell carcinoma,Mutation
CDKN2B-AS1,breast cancer,Expression
CDKN2B-AS1,breast cancer,Locus
CDKN2B-AS1,breast cancer,Locus
CDKN2B-AS1,breast cancer,Mutation
CDKN2B-AS1,cancer,Expression
CDKN2B-AS1,cancer,Interaction
CDKN2B-AS1,cancer,Expression
CDKN2B-AS1,cancer,Locus
CDKN2B-AS1,cancer,Regulation
CDKN2B-AS1,cancer,Expression
CDKN2B-AS1,cancer,Expression
CDKN2B-AS1,cardiovascular disease,Mutation
CDKN2B-AS1,cardiovascular disease,Mutation
CDKN2B-AS1,cardiovascular disease,Expression
CDKN2B-AS1,cardiovascular disease,Mutation
CDKN2B-AS1,cardiovascular disease,Regulation
CDKN2B-AS1,coronary artery disease,Expression
CDKN2B-AS1,coronary artery disease,Expression
CDKN2B-AS1,coronary artery disease,Expression
CDKN2B-AS1,coronary artery disease,Mutation
CDKN2B-AS1,coronary artery disease,Mutation
CDKN2B-AS1,coronary artery disease,Expression
CDKN2B-AS1,coronary artery disease,Locus
CDKN2B-AS1,coronary artery disease,Mutation
CDKN2B-AS1,coronary artery disease,Mutation
CDKN2B-AS1,coronary artery disease,Mutation
CDKN2B-AS1,coronary artery disease,Locus
CDKN2B-AS1,coronary heart disease,Locus
CDKN2B-AS1,coronary heart disease,Mutation
CDKN2B-AS1,coronary heart disease,Mutation
CDKN2B-AS1,diabetes mellitus,Mutation
CDKN2B-AS1,diabetes mellitus,Mutation
CDKN2B-AS1,diabetes mellitus,Expression
CDKN2B-AS1,endometriosis,Mutation
CDKN2B-AS1,endometriosis,Expression
CDKN2B-AS1,esophageal squamous cell carcinoma,Regulation
CDKN2B-AS1,intracranial aneurysm,Mutation
CDKN2B-AS1,frailty,Mutation
CDKN2B-AS1,gastric cancer,Regulation
CDKN2B-AS1,glaucoma,Mutation
CDKN2B-AS1,glaucoma,Mutation
CDKN2B-AS1,glaucoma,Expression
CDKN2B-AS1,glaucoma,Mutation
CDKN2B-AS1,glioma,Mutation
CDKN2B-AS1,glioma,Locus
CDKN2B-AS1,glioma,Mutation
CDKN2B-AS1,glioma,Mutation
CDKN2B-AS1,glioma,Mutation
CDKN2B-AS1,glioma,Mutation
CDKN2B-AS1,glioma,Mutation
CDKN2B-AS1,hereditary cutaneous malignant melanoma,N/A
CDKN2B-AS1,intracranial aneurysm,Locus
CDKN2B-AS1,intracranial aneurysm,Mutation
CDKN2B-AS1,intracranial aneurysm,Locus
CDKN2B-AS1,intracranial aneurysm,Locus
CDKN2B-AS1,intracranial aneurysm,Mutation
CDKN2B-AS1,intracranial aneurysm,Mutation
CDKN2B-AS1,ischemic stroke,Regulation
CDKN2B-AS1,leukemia,Regulation
CDKN2B-AS1,melanoma,Locus
CDKN2B-AS1,melanoma,Mutation
CDKN2B-AS1,melanoma,Mutation
CDKN2B-AS1,melanoma,Mutation
CDKN2B-AS1,melanoma,Mutation
CDKN2B-AS1,myocardial infarction,Mutation
CDKN2B-AS1,myocardial infarction,Mutation
CDKN2B-AS1,nasopharyngeal carcinoma,Locus
CDKN2B-AS1,nasopharyngeal carcinoma,Mutation
CDKN2B-AS1,nasopharyngeal carcinoma,Mutation
CDKN2B-AS1,nasopharyngeal carcinoma,Mutation
CDKN2B-AS1,neural system tumors syndrome,Mutation
CDKN2B-AS1,neurofibromatosis,Mutation
CDKN2B-AS1,periodontitis,Locus
CDKN2B-AS1,periodontitis,Mutation
CDKN2B-AS1,peripheral artery disease,Mutation
CDKN2B-AS1,plexiform neurofibroma,Mutation
CDKN2B-AS1,prostate cancer,Regulation
CDKN2B-AS1,prostate cancer,Regulation
CDKN2B-AS1,prostate cancer,Interaction
CDKN2B-AS1,prostate cancer,N/A
CDKN2B-AS1,prostate cancer,Expression
CDKN2B-AS1,prostate cancer,Expression
CDKN2B-AS1,stroke,Mutation
CDKN2B-AS1,stroke,Expression
CDKN2B-AS1,stroke,Mutation
CDKN2B-AS1,stroke,Mutation
CDKN2B-AS1,stroke,Mutation
CDKN2B-AS1,stroke,Expression
CDKN2B-AS1,cancer,Regulation
CDKN2B-AS1,cancer,N/A
CDKN2B-AS1,type 2 diabetes mellitus,Locus
CDKN2B-AS1,type 2 diabetes mellitus,Mutation
CDKN2B-AS1,type 2 diabetes mellitus,Mutation
CDKN2B-AS1,type 2 diabetes mellitus,Mutation
CDKN2B-AS1,type 2 diabetes mellitus,Mutation
CDKN2B-AS1,type 2 diabetes mellitus,Mutation
CDKN2B-AS1,type 2 diabetes mellitus,Locus
CDKN2B-AS10,stroke,Expression
CDKN2B-AS11,stroke,Mutation
CDKN2B-AS12,glioma,Mutation
CDKN2B-AS13,plexiform neurofibroma,Mutation
CDKN2B-AS2,coronary heart disease,Mutation
CDKN2B-AS3,intracranial aneurysm,Mutation
CDKN2B-AS4,cancer,Mutation
CDKN2B-AS5,type 2 diabetes mellitus,Mutation
CDKN2B-AS6,neuroblastoma,Expression
CDKN2B-AS7,acute lymphoblastic leukemia,Expression
CDKN2B-AS8,melanoma,Expression
CDKN2B-AS9,prostate cancer,Expression
CECR3,cat eye syndrome,N/A
CHL1-AS2,adolescent idiopathic scoliosis,Mutation
CHRF,cardiac hypertrophy,Regulation
CRNDE,colorectal cancer,Expression
CTBP1-AS,prostate cancer,Regulation
CTBP1-AS,prostate cancer,Regulation
D4Z4,facioscapulohumeral muscular dystrophy,Mutation
DANCR,bone diseases,Expression
DAOA-AS1,bipolar disorder,Mutation
DAOA-AS1,panic disorder,N/A
DAOA-AS1,schizophrenia,Expression
DAOA-AS1,schizophrenia,Mutation
DAOA-AS1,schizophrenia,Mutation
DAOA-AS1,schizophrenia,Mutation
DAOA-AS1,schizophrenia,Mutation
DAOA-AS1,schizophrenia,N/A
DAOA-AS1,schizophrenia,N/A
DAOA-AS1,schizophrenia,N/A
DBET,facioscapulohumeral muscular dystrophy,Expression
DBET,facioscapulohumeral muscular dystrophy,Regulation
DBET,facioscapulohumeral muscular dystrophy,Mutation
DBET,facioscapulohumeral muscular dystrophy,Regulation
DGCR5,DiGeorge syndrome,Expression
DGCR5,DiGeorge syndrome,Mutation
DGCR5,Huntington's disease,Expression
DGCR5,velocardiofacial syndrome,N/A
DISC2,affective disorder,N/A
DISC2,autism spectrum disorder,Regulation
DISC2,autism spectrum disorder,Locus
DISC2,autism spectrum disorder,Regulation
DISC2,bipolar disorder,Regulation
DISC2,bipolar disorder,Locus
DISC2,bipolar disorder,Regulation
DISC2,depression,Locus
DISC2,major depressive affective disorder,Regulation
DISC2,major depressive affective disorder,Regulation
DISC2,schizophrenia,Locus
DISC2,schizophrenia,Regulation
DISC2,schizophrenia,Mutation
DISC2,schizophrenia,Regulation
DISC2,schizophrenia,Locus
DISC2,schizophrenia,Locus
DISC2,schizophrenia,N/A
DISC2,schizophrenia,N/A
DISC2,schizophrenia,Regulation
DLEU1,chronic lymphocytic leukemia,Locus
DLEU1,chronic lymphocytic leukemia,Mutation
DLEU1,chronic lymphocytic leukemia,N/A
DLEU1,chronic lymphocytic leukemia,Expression
DLEU1,chronic lymphocytic leukemia,Locus
DLEU1,chronic lymphocytic leukemia,Mutation
DLEU1,chronic lymphocytic leukemia,Mutation
DLEU1,chronic lymphocytic leukemia,N/A
DLEU1,lymphocytic leukemia,Locus
DLEU1,lymphoma,Expression
DLEU1,lymphoma,Mutation
DLEU1,myeloma,Expression
DLX6-AS1,split hand/split foot malformation disorder,Interaction
DNM3OS,ovarian cancer,Locus
DQ786243,Crohn's disease,Regulation
Dreh,hepatocellular carcinoma,Regulation
Dreh,hepatocellular carcinoma,Regulation
DSCAM-AS1,adolescent idiopathic scoliosis,Mutation
DSCAM-AS1,breast cancer,Expression
TTTY7,hereditary haemorrhagic telangiectasia,Expression
ENSG00000196096,hereditary haemorrhagic telangiectasia,Expression
LINC00336,hereditary haemorrhagic telangiectasia,Expression
ENSG00000203325,hereditary haemorrhagic telangiectasia,Expression
ENSG00000206129,hereditary haemorrhagic telangiectasia,Expression
LINC01020,hereditary haemorrhagic telangiectasia,Expression
FAM66B,hereditary haemorrhagic telangiectasia,Expression
LINC01139,hereditary haemorrhagic telangiectasia,Expression
LINC00323,hereditary haemorrhagic telangiectasia,Expression
LINC01204,hereditary haemorrhagic telangiectasia,Expression
LINC01721,hereditary haemorrhagic telangiectasia,Expression
HAR1B,hereditary haemorrhagic telangiectasia,Expression
ENSG00000231185,hereditary haemorrhagic telangiectasia,Expression
LEF1-AS1,hereditary haemorrhagic telangiectasia,Expression
LINC01798,hereditary haemorrhagic telangiectasia,Expression
SNHG15,hereditary haemorrhagic telangiectasia,Expression
LINC01762,hereditary haemorrhagic telangiectasia,Expression
ENSG00000233251,hereditary haemorrhagic telangiectasia,Expression
SMIM2-IT1,hereditary haemorrhagic telangiectasia,Expression
SNHG6,hereditary haemorrhagic telangiectasia,Expression
ENSG00000248176,hereditary haemorrhagic telangiectasia,Expression
ENSG00000249364,hereditary haemorrhagic telangiectasia,Expression
ENSG00000249772,hereditary haemorrhagic telangiectasia,Expression
ENSG00000250195,hereditary haemorrhagic telangiectasia,Expression
ENSG00000250608,hereditary haemorrhagic telangiectasia,Expression
ENSG00000254154,hereditary haemorrhagic telangiectasia,Expression
ENSG00000255471,hereditary haemorrhagic telangiectasia,Expression
ENSG00000256218,hereditary haemorrhagic telangiectasia,Expression
LINC00929,hereditary haemorrhagic telangiectasia,Expression
LINC00667,hereditary haemorrhagic telangiectasia,Expression
ENSG00000264772,hereditary haemorrhagic telangiectasia,Expression
LINC01538,hereditary haemorrhagic telangiectasia,Expression
Tdpx-ps1,heart failure,Expression
Gm15054,heart failure,Expression
Gm12919,heart failure,Expression
Gm7327,heart failure,Expression
Gm14155,heart failure,Expression
Gm10371,heart failure,Expression
SMAD1-AS1,ventricular septal defects,Expression
EPB41L4A-AS1,cancer,Expression
CASC9,esophageal squamous cell carcinoma,Expression
ESCCAL-5,esophageal squamous cell carcinoma,Expression
ESRG,embryonal carcinoma,Expression
ESRG,intracranial aneurysm,Expression
Fendrr,heart failure,Expression
FGF10-AS1,ventricular septal defects,Expression
FMR1-AS1,fragile X syndrome,Regulation
FMR1-AS1,fragile X syndrome,Expression
FMR1-AS1,fragile X syndrome,Expression
FMR1-AS1,fragile X-associated tremor and ataxia syndrome,Regulation
FMR5,fragile X syndrome,Expression
FMR5,fragile X-associated tremor and ataxia syndrome,Expression
FMR6,fragile X syndrome,Expression
FMR6,fragile X-associated tremor and ataxia syndrome,Expression
GAS5,autoimmune disease,Expression
GAS5,B-cell neoplasms,Expression
GAS5,breast cancer,Expression
GAS5,breast cancer,Expression
GAS5,breast cancer,Regulation
GAS5,cancer,Regulation
GAS5,kidney cancer,Expression
GAS5,lymphoma,Mutation
GAS5,lymphoma,Mutation
GAS5,melanoma,Mutation
GAS5,prostate cancer,Expression
GAS5,prostate cancer,Mutation
Gas5,systemic lupus erythematosus,N/A
GAS5,cancer,Regulation
GAS5,cancer,Regulation
GAS5,cancer,Regulation
GDNF-AS1,Alzheimer's disease,Expression
GHET1,gastric cancer,Regulation
Gm12839,heart failure,Expression
Bvht,cardiovascular disease,Expression
Gm6644,heart failure,Expression
GNAS-AS1,pseudohypoparathyroidism type Ib,Mutation
H19,adrenocortical carcinoma,Epigenetics
H19,atherosclerosis,Epigenetics
H19,Beckwith-Wiedemann syndrome,Epigenetics
H19,Beckwith-Wiedemann syndrome,Epigenetics
H19,Beckwith-Wiedemann syndrome,Epigenetics
H19,Beckwith-Wiedemann syndrome,Locus
H19,Beckwith-Wiedemann syndrome,Mutation
H19,hydatidiform mole,Epigenetics
H19,bladder cancer,Expression
H19,bladder cancer,Regulation
H19,bladder cancer,Expression
H19,bladder cancer,Mutation
H19,bladder cancer,Mutation
H19,bladder cancer,N/A
H19,bladder cancer,N/A
H19,bladder cancer,Expression
H19,bladder cancer,Regulation
H19,bladder cancer,Regulation
H19,bladder cancer,Regulation
H19,breast cancer,Expression
H19,breast cancer,Expression
H19,breast cancer,Expression
H19,breast cancer,Expression
H19,breast cancer,Mutation
H19,breast cancer,Mutation
H19,breast cancer,Regulation
H19,cancer,Expression
H19,cancer,Expression
H19,cervical cancer,Mutation
H19,choriocarcinoma,Regulation
H19,chronic myeloproliferative disorders,Expression
H19,colon cancer,Expression
H19,colon cancer,Locus
H19,colon cancer,N/A
H19,colon cancer,Regulation
H19,congenital hyperinsulinism,Expression
H19,esophageal squamous cell carcinoma,Regulation
H19,esophageal squamous cell carcinoma,Regulation
H19,gastric cancer,Expression
H19,gastric cancer,Regulation
H19,gastric cancer,Regulation
H19,germ cell tumor,Epigenetics
H19,gestational choriocarcinoma,Expression
H19,gestational trophoblastic diseases,Expression
H19,glioblastoma,Expression
H19,glioma,Regulation
H19,glioma,Regulation
H19,growth restriction,Epigenetics
H19,malignant hematopoiesis,Expression
H19,hepatocellular carcinoma,Expression
H19,hepatocellular carcinoma,Expression
H19,hepatocellular carcinoma,N/A
H19,hepatocellular carcinoma,Expression
H19,hepatocellular carcinoma,Regulation
H19,hyperhomocysteinemia,Epigenetics
H19,infertility,Expression
H19,kidney cancer,Regulation
H19,liver cancer,Epigenetics
H19,liver cancer,Regulation
H19,liver cancer,Regulation
H19,lung cancer,Expression
H19,lung cancer,Regulation
H19,lung cancer,Regulation
H19,Marek's disease,Mutation
H19,medulloblastoma,Regulation
H19,medulloblastoma,Epigenetics
H19,melanoma,Expression
H19,melanoma,Mutation
H19,melanoma,Expression
H19,meningioma,Regulation
H19,meningioma,Epigenetics
H19,Mullerian aplasia,Epigenetics
H19,myeloproliferative polycythaemia vera,Expression
H19,neural tube defects,Epigenetics
H19,neuroblastoma,Regulation
H19,obesity,Epigenetics
H19,ovarian cancer,Expression
H19,pheochromocytoma,Mutation
H19,pituitary adenoma,Regulation
H19,Prader-Willi syndrome,Regulation
H19,pre-eclampsia,Mutation
H19,prostate cancer,Expression
H19,Silver-Russell syndrome,Epigenetics
H19,Silver-Russell syndrome,Mutation
H19,trophoblastic tumor,Expression
H19,cancer,Epigenetics
H19,cancer,Regulation
H19,cancer,Expression
H19,Beckwith-Wiedemann syndrome,Epigenetics
H19,Wilms' tumor,Epigenetics
H19,Wilms' tumor,Epigenetics
HAR1A,Alzheimer's disease,N/A
HAR1A,Huntington's disease,Expression
HAR1A,Huntington's disease,Regulation
HAR1A,schizophrenia,N/A
HAR1B,Alzheimer's disease,N/A
HAR1B,Huntington's disease,Expression
HAR1B,Huntington's disease,Regulation
HAR1B,schizophrenia,N/A
HCP5,AIDS,Expression
HCP5,AIDS,Mutation
HCP5,AIDS,Mutation
HEIH,hepatocellular carcinoma,Expression
HIF1A-AS1,kidney cancer,Expression
